venue_id,venue_name,capacity,grass,dome,city,state,zip,country_code,timezone,latitude,longitude,elevation,construction_year
6501,Allegiant Stadium,65000,False,True,Las Vegas,NV,89118,US,America/Los_Angeles,36.09075,-115.183722,666,2020
6526,Hancock Whitney Stadium,25450,False,False,Mobile,AL,36688,US,America/Chicago,30.696904,-88.192013,45,2020
6553,Helen and Leonard Moretz Stadium,8500,,False,Hickory,NC,28602,US,,35.7333312,-81.3442915,,
6577,SHI Stadium,52454,False,False,Piscataway,NJ,08854,US,America/New_York,40.513611,-74.465278,19,1994
7003,Houck Field,10000,False,False,Cape Girardeau,MO,63703,US,America/Chicago,37.3034933,-89.5230357,122,1930
7065,SoFi Stadium,71500,,True,Inglewood,CA,90306,US,,33.9562003,-118.353132,,
7075,Electric Supply Company Field,3500,,False,Wilson,NC,27893,US,,35.7212689,-77.9155395,,
7076,J.W. Babb Stadium,4000,,False,Greenwood,SC,29153,US,,34.1954001,-82.1617883,,
7077,Shadek Stadium,2500,,False,Lancaster,PA,17603,US,,40.03813,-76.3056686,,
7079,Laird Stadium,7500,,False,Northfield,MN,55057,US,,44.4582041,-93.161159,,
7080,Rocky Mount Athletic Complex,5000,,False,Rocky Mount,NC,27804,US,,35.9423833,-77.7956949,,
7082,Athletic Field Complex,1250,,False,La Plume,PA,18440,US,,41.5565738,-75.7551655,,
7173,TQL Stadium,26000,True,False,Cincinnati,OH,45214,US,America/New_York,39.11139,-84.52222,162,2021
7179,Toyota Field,7000,,False,Madison,AL,,US,,,,,
7185,"Memorial Stadium (El Dorado, AR)",7030,,False,El Dorado,AR,,US,,33.20763,-92.6662674,,
7220,Clarence T.C. Ching Athletics Complex,15194,False,False,Honolulu,HI,96822,US,Pacific/Honolulu,21.294294,-157.819338,20,2015
7221,Protective Stadium,45000,False,False,Birmingham,AL,35203,US,America/Chicago,33.5206824,-86.8024326,187,2021
7225,Polar Park,9508,,False,Worcester,MA,01613,US,,42.2625621,-71.8018877,,
7232,Children's Health Stadium,12000,,False,Prosper,TX,75078,US,,33.2385763,-96.7866058,,
7311,Snapdragon Stadium,35000,True,False,San Diego,CA,92093,US,America/Los_Angeles,32.784444,-117.122833,62,2022
7365,Blaine High School,2000,,False,Blaine,WA,,US,,,,,
7422,Municipal Stadium,75,True,,Waterbury,CT,06708,,,,,,
7496,ACU Football Field,0,,False,Glendale,AZ,,US,,,,,
7504,Liberty North High School,0,,False,Liberty,MO,,US,,,,,
7505,Keiser Multi-Purpose Field,0,,False,West Palm Beach,FL,,US,,,,,
7512,St. Francis High School,0,,False,Hamburg,NY,,US,,,,,
7513,O'Hara Field,0,,False,Saint Davids,PA,,US,,,,,
7521,Dacotah Bank Stadium,0,,False,Aberdeen,SD,,US,,,,,
7522,Glynn County Stadium,0,,False,Brunswick,GA,,US,,,,,
7555,Wildcat Football Stadium,4000,,False,Marion,IN,,US,,,,,
10460,Betty T. Ferguson Recreational Complex,,True,,Miami Gardens,FL,,,,,,,
10461,Spero Financial Field,,,False,Anderson,SC,,US,,,,,
10463,Grand Rapids Christian High School,,,False,Grand Rapids,MI,,US,,,,,
10465,Mayo Field,,,False,Shreveport,LA,,US,,,,,
10803,Pen-Air Field,4000,False,False,Pensacola,FL,32514,US,America/Chicago,30.547231,-87.222001,18,2016
11488,Centreville Bank Stadium,10500,False,False,Pawtucket,RI,02860,US,America/New_York,41.868789,-71.382589,5,2025
11539,Charlotte & Gordon Hansen Stadium,,,False,Jamestown,ND,,US,,,,,
11553,Shark Stadium,6000,False,False,Brookville,NY,11548,US,America/New_York,40.816284,-73.589546,52,1966
11559,Joe Davis Stadium,6000,True,False,Huntsville,AL,35801,US,America/Chicago,34.6995806,-86.5884972,186,1985
11589,Hinchliffe Stadium,,,True,Paterson,NJ,,US,,,,,
11591,Lokken Stadium,,,False,Valley City,ND,,US,,,,,
11712,Bank of Sun Prairie Stadium,,,False,Sun Prairie,WI,,US,,,,,
11723,Brickyard Stadium,,,False,Hobart,IN,,US,,,,,
11724,Community National Bank and Trust Stadium,,,False,Corsicana,TX,,US,,,,,
11797,Nilton Santos Stadium,,,False,Rio De Janeiro,,,US,,,,,
11823,Ryan Field,35000,False,False,Evanston,IL,60208,US,America/Chicago,42.065556,-87.6925,181.2376099,2026
